id|name|cep|address|number|neighborhood|citie|state|country|cnpj|fl_aprove|fl_active|fl_billing|company_id|fl_client|fl_deleted|created_at|updated_at|complement|manager_email|headquarter|company_email|abaco_email|id|company_id|client_id|created_at|updated_at|mail_company|mail_client
335|BRASLIMP TRANSPORTES ESPECIALIZADOS LTDA|60874-401|ROD QUARTO ANEL VIARIO|2346|PEDRAS|FORTALEZA|CE|BRASIL|12.216.990/0001-89|0|1|1|1|0|0|6/12/20 9:56|6/12/20 9:56|(NULL)|Samille-Gomes.Vieira@dsm.com, Maria.Barbosa@dsm.com, SHE.CONTRACTOR@dsm.com|(NULL)|(NULL)|g3.dsm@abacotecnologia.com.br|348|131|335|6/12/20 9:57|5/31/21 12:51|Samille-Gomes.Vieira@dsm.com, Maria.Barbosa@dsm.com, SHE.CONTRACTOR@dsm.com, Bruno.Mantini@dsm.com|credenciamento@braslimp.com.br
501|BRENO CAETANO MOTA|06130-100|R ANTONIO BENEDITO DO AMARAL|164|SANTO ANTONIO|OSASCO|SP|BRASIL|40.889.368/0001-77|0|1|1|1|0|0|7/13/21 13:54|7/13/21 13:54|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|583|3|501|7/13/21 13:54|7/13/21 13:55|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|daniel.planejamento@genpro.com.br
430|BUCHI BRASIL LTDA|13271-200|R FRANCISCO GLICERIO|175|VILA EMBARE|VALINHOS|SP|BRASIL|14.603.261/0001-00|0|1|1|1|0|0|12/16/20 10:37|12/16/20 10:37|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|603|3|430|8/19/21 11:01|8/19/21 11:02|Luiz.Bittencourt@dsm.com, she.contractor@dsm.com|Nascimento.G@buchi.com
411|BUHLER INDUSTRIA E COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA|89129-600|R DONA FRANCISCA|8300|DISTRITO INDUSTRIAL|JOINVILLE|SC|BRASIL|60.885.761/0003-61|0|1|1|1|0|0|12/4/20 14:07|12/4/20 14:07|MDULOS 1,2,3,4 E 5 BLOCO M|(NULL)|(NULL)|(NULL)|(NULL)|472|3|411|12/4/20 14:08|9/13/21 10:34|Luiz.Bittencourt@dsm.com, she.contractor@dsm.com|ana.tomio@buhlergroup.com
494|C. R. NUNES MONTAGENS EIRELI|06826-530|R IGUACU|67|JARDIM NOVO CAMPO LIMPO|EMBU DAS ARTES|SP|BRASIL|20.864.353/0001-47|0|1|1|1|0|0|6/30/21 10:56|6/30/21 10:56|SLJ; SALA: 01;|(NULL)|(NULL)|(NULL)|(NULL)|574|3|494|6/30/21 10:57|9/16/21 11:20|Luiz.Bittencourt@dsm.com, SHE.CONTRACTOR@dsm.com|Obras@vidy.com.br
440|C.F.S. COMERCIO E SERVICOS DE EQUIPAMENTOS ELETRONICOS LTDA|05526-000|R ALMIRANTE ARISTIDES GUILHEM|139|JARDIM JUSSARA|SAO PAULO|SP|BRASIL|06.957.664/0001-20|0|1|1|1|0|0|12/21/20 10:37|12/21/20 10:37|(NULL)|(NULL)|(NULL)|(NULL)|g3.dsm@abacotecnologia.com.br|508|3|440|12/22/20 9:11|6/1/21 10:36|Silvia-S.Santos@dsm.com, she.contractor@dsm.com|isabella.camilo@aboutsec.com.br
290|C.L.A TRANSPORTES DE PASSAGEIROS LTDA|18147-000|R AREEIRO|14|MEIRELLES|ARACARIGUAMA|SP|BRASIL|21.919.463/0004-74|0|1|1|1|0|0|4/3/20 13:58|4/3/20 13:58|(NULL)|leticia.ramos@dsm.com, she.contractor@dsm.com, gislaine.oliveira@dsm.com, she.contractor@dsm.com|(NULL)|toninhomoura@clatransportes.com.br|g3.dsm@abacotecnologia.com.br|296|3|290|4/3/20 13:59|9/9/21 14:08|macleane.sales-araujo@dsm.com, she.contractor@dsm.com|antoniomoura@clatransportes.com.br
416|CAINA GABRIEL VIEIRA DA SILVA|13876-816|R ADELIA MIUCCI PERES|52|JARDIM PRIMAVERA|SAO JOAO DA BOA VISTA|SP|BRASIL|38.441.193/0001-99|0|1|1|1|0|0|12/7/20 14:58|12/7/20 14:58|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|479|3|416|12/7/20 14:59|12/23/20 11:21|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|lucineide@villarta.com.br
183|CALDEIRARIA SANTA ROSA DE LEME EIRELI|13313-090|VIELA ANHANGUERA|185|SERELEPE|LEME|SP|BRASIL|02.736.277/0001-02|0|1|1|1|0|0|1/30/20 13:19|3/5/20 15:08|KM185|luciana.florentino@dsm.com, she.contractor@dsm.com|(NULL)|financeiro@caldeirariasantarosa.com.br|g3.dsm@abacotecnologia.com.br|442|3|183|10/23/20 14:42|2/8/21 14:56|Isadora.Bonato@dsm.com, she.contractor@dsm.com|financeiro@caldeirariasantarosa.com.br
266|CALIBRACOM CONTROLE DE PROCESSOS INDUSTRIAIS LTDA|18085-510|R ODAIR DIAS DE SOUZA|419|JARDIM MORUMBI I|SOROCABA|SP|BRASIL|12.740.226/0001-08|0|1|1|1|0|0|3/16/20 9:07|3/16/20 9:07|(NULL)|rafael.souza@dsm.com, she.contractor@dsm.com|(NULL)|comercial2@calibracom.com.br|g3.dsm@abacotecnologia.com.br|452|3|266|11/11/20 10:44|11/11/20 10:45|rafael.souza@dsm.com, she.contractor@dsm.com|marcos@calibracom.com.br, priscila@calibracom.com.br, vendas@calibracom.com.br
185|CAMARO ELECTRIC AUTOMAÇÃO INDUSTRIAL LTDA|13324-220|RUA ESTADOS UNIDOS|123|JARDIM AMERICA|SALTO|SP|BRASIL|19.419.285/0001-28|0|1|1|1|0|0|2/3/20 10:31|2/3/20 10:31|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|282|3|185|4/2/20 14:13|6/22/20 13:50|Luiz.Bittencourt@dsm.com, SHE.CONTRACTOR@dsm.com|danielle@camaroelectric.com.br
425|CARLOS EDUARDO SALAZAR|13273-420|R DOS AMARILIS|455|PARQUE CECAP|VALINHOS|SP|BRASIL|40.036.740/0001-00|0|1|1|1|0|0|12/14/20 15:50|12/14/20 15:50|(NULL)|(NULL)|(NULL)|(NULL)|g3.dsm@abacotecnologia.com.br|493|3|425|12/14/20 16:23|12/14/20 16:26|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|adm@glbtechautomacao.com.br
239|CARV RESGATE - MONALIZA RODRIGUES PINHEIRO TREINAMENTO|60320-517|RUA HENRIQUE ELLERY|499|MONTE CASTELO|FORTALEZA|CE|BRASIL|17.254.747/0001-79|0|1|1|1|0|0|2/20/20 15:14|3/30/20 16:06|ALTOS|maria.sombra@dsm.com, maria.barbosa@dsm.com, marcio.garcia@dsm.com|(NULL)|comercial@carvresgate.com|g3.dsm@abacotecnologia.com.br|478|131|239|12/7/20 11:27|8/9/21 11:43|Lorenna.Sousa@dsm.com, she.contractor@dsm.com, Maria.Barbosa@dsm.com|comercial@carvresgate.com
286|CCJ|24461-265|AV PAULA LEMOS|326|MUTUAGUACU|SAO GONCALO|RJ|BRASIL|34.181.228/0001-47|0|1|1|1|0|0|4/2/20 16:04|4/2/20 16:04|CASA 2|(NULL)|(NULL)|(NULL)|g3.dsm@abacotecnologia.com.br|292|3|286|4/2/20 16:04|4/2/20 16:04|(NULL)|(NULL)
355|CDC - UNDERBID|03124-070|R VITOANTONIO DEL VECCHIO|62|PARQUE DA MOOCA|SAO PAULO|SP|BRASIL|02.042.271/0001-35|0|1|1|1|0|0|7/23/20 11:19|7/23/20 11:19|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|383|3|355|7/23/20 11:20|7/23/20 11:23|gislaine.oliveira@dsm.com, Leticia.Ramos@dsm.com, she.contractor@dsm.com, g3.dsm@abacotecnologia.com.br|francisca@grupocdctelecom.com.br, atendimento@grupocdctelecom.com.br
267|CE TELECOM|60750-015|AV JOAO DE ARAUJO LIMA|571|PREFEITO JOSE WALTER|FORTALEZA|CE|BRASIL|27.928.465/0001-63|0|1|1|1|0|0|3/16/20 16:21|3/30/20 16:07|SALA 105|SHE.CONTRACTOR@dsm.com, Maria.Barbosa@dsm.com, marcio.garcia@dsm.com, maria.sombra@dsm.com, amanda.dutra@dsm.com|(NULL)|henrique@cetelecom.com.br|g3.dsm@abacotecnologia.com.br|553|131|267|4/19/21 16:24|4/19/21 16:24|(NULL)|(NULL)
384|CHEMETRIC INSTRUMENTACAO ANALITICA LIMITADA|22710-113|EST DOS BANDEIRANTES|1430|TAQUARA|RIO DE JANEIRO|RJ|BRASIL|04.392.153/0001-82|0|1|1|1|0|0|9/30/20 8:38|9/30/20 8:38|SALA 201|(NULL)|(NULL)|(NULL)|(NULL)|424|3|384|9/30/20 8:38|9/30/20 8:39|SHE.CONTRACTOR@dsm.com, rafael.souza@dsm.com|financeiro@chemetric.com.br
445|CIA DE GAS DO CEARA CEGAS|60830-005|AV WASHINGTON SOARES|6475|JOSE DE ALENCAR|FORTALEZA|CE|BRASIL|73.759.185/0001-96|0|1|1|1|0|0|12/28/20 11:22|12/28/20 11:22|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|509|131|445|12/28/20 11:28|12/28/20 11:29|she.contractor@dsm.com, lorenna.sousa@dsm.com|iasmim.victor@cegas.com.br
480|CIAFILTER SOROCABA EIRELI|18085-360|R ITAPEVA|56|JARDIM LEOCADIA|SOROCABA|SP|BRASIL|29.189.774/0001-94|0|1|1|1|0|0|5/14/21 10:25|5/14/21 10:25|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|561|3|480|5/14/21 10:26|5/14/21 10:55|gislaine.oliveira@dsm.com, SHE.CONTRACTOR@dsm.com|financeiro@ciafilter.com.br
326|CIARA MAQUINAS E EQUIPAMENTOS COMERCIO LTDA (CIA MÁQUINAS)|60730-230|AV LUIZ VIEIRA|1131|PARQUE SAO JOSE|FORTALEZA|CE|Brasil|07.900.562/0001-30|0|1|1|1|0|0|4/24/20 15:00|4/24/20 15:00|(NULL)|SHE.CONTRACTOR@dsm.com, marcio.garcia@dsm.com, Maria.Barbosa@dsm.com, Lorenna.Sousa@dsm.com|(NULL)|gildasia.ferreira@ciaramaquinas.com.br|g3.dsm@abacotecnologia.com.br|334|131|326|4/24/20 15:01|12/8/20 12:52|SHE.CONTRACTOR@dsm.com, marcio.garcia@dsm.com, Maria.Barbosa@dsm.com, Lorenna.Sousa@dsm.com|contato@ciaramaquinas.com.br, servico@ciaramaquinas.com.br
18|CILENE LOUREIRO TRANSPORTES E GUINDASTES EIRELI|18105-001|AVENIDA PARANA|4283|CAJURU DO SUL|SOROCABA|SP|BRASIL|11.954.882/0001-40|0|1|1|1|0|0|9/6/19 16:59|3/6/20 10:39|(NULL)|bruna.moraes@dsm.com, beatriz.souza@dsm.com, amanda.camargo@dsm.com, luciana.florentino@dsm.com, she.contractor@dsm.com|(NULL)|rh@mcguindastes.com.br, cilene@mcguindastes.com.br|g3.dsm@abacotecnologia.com.br|364|3|18|7/2/20 12:15|2/8/21 14:57|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|rh@mcguindastes.com.br, cilene@mcguindastes.com.br
288|CL AMBIENTAL EIRELI|13343-803|R REVERENDO WILLYBALDO PERALTA ALVES|298|JARDIM ELDORADO|INDAIATUBA|SP|BRASIL|16.995.357/0001-97|0|1|1|1|0|0|4/2/20 16:42|4/2/20 16:42|(NULL)|ivelize.machado@dsm.com, paulo.pereira@dsm.com, she.contractor@dsm.com, she.contractor@dsm.com|(NULL)|financeiro@clambiental.com.br, manutencao.gerencia@clambiental.com.br|g3.dsm@abacotecnologia.com.br|294|3|288|4/2/20 16:43|7/29/21 11:29|g3.dsm@abacotecnologia.com.br, ivelize.machado@dsm.com, paulo.pereira@dsm.com, she.contractor@dsm.com|financeiro@clambiental.com.br
459|CM COMANDOS LINEARES LTDA|04675-085|AV ENGENHEIRO ALBERTO DE ZAGOTTIS|760|JARDIM TAQUARAL|SAO PAULO|SP|BRASIL|52.898.194/0001-98|0|1|1|1|0|0|2/3/21 12:13|2/3/21 12:13|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|527|3|459|2/3/21 12:13|2/3/21 12:17|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|assistencia@cmcomandos.com.br
186|COLD CONTROL AR CONDICIONADO LTDA|05047-002|RUA CORIOLANO|2058|LAPA|SÃO PAULO|SP|BRASIL|01.992.001/0001-22|0|1|1|1|0|0|2/3/20 11:32|2/3/20 11:32|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|628|131|186|10/13/21 9:56|10/13/21 10:44|lorenna.sousa@dsm.com, she.contractor@dsm.com|luciana@coldcontrol.com.br
186|COLD CONTROL AR CONDICIONADO LTDA|05047-002|RUA CORIOLANO|2058|LAPA|SÃO PAULO|SP|BRASIL|01.992.001/0001-22|0|1|1|1|0|0|2/3/20 11:32|2/3/20 11:32|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|347|3|186|6/9/20 9:21|9/8/21 8:48|she.contractor@dsm.com, Isadora.Bonato@dsm.com|(NULL)
20|COMBAT-FIRE BOMBEIROS E SEGURANÇA LTDA|06850-300|AV PRESIDENTE JANIO DA SILVA QUADROS|930|PARQUE PARAISO|ITAPECERICA DA SERRA|SP|Brasil|06.080.842/0001-87|0|1|1|1|0|0|9/6/19 17:12|3/6/20 11:43|SALA 01|bruna.moraes@dsm.com, beatriz.souza@dsm.com, amanda.camargo@dsm.com, she.contractor@dsm.com|(NULL)|geabscombatfireservicos@gmail.com, combatfire@uol.com.br|g3.dsm@abacotecnologia.com.br|15|3|20|11/5/19 17:04|2/8/21 14:57|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|geabscombatfireservicos@gmail.com, combatfire@uol.com.br
450|COMERCIAL PRIME FOOD LTDA|18085-360|R ITAPEVA|197|JARDIM LEOCADIA|SOROCABA|SP|BRASIL|19.137.358/0001-99|0|1|1|1|0|0|1/13/21 15:12|1/13/21 15:12|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|515|3|450|1/13/21 15:12|1/14/21 9:41|paulo.pereira@dsm.com, she.contractor@dsm.com|contato@comlprimefood.com.br, ssilva@comlprimefood.com.br
188|COMPANHIA ULTRAGAZ - PAULÍNIA|13147-070|AVENIDA ERNESTO IGEL|2848|BONFIM|PAULINIA|SP|BRASIL|61.602.199/0194-84|0|1|1|1|0|0|2/3/20 12:06|3/5/20 15:10|(NULL)|denis.almeida@dsm.com, luciana.florentino@dsm.com, she.contractor@dsm.com|(NULL)|cobrancauac@ultragaz.com.br , lua.santos@ultragaz.com.br|g3.dsm@abacotecnologia.com.br|390|3|188|8/5/20 9:57|2/8/21 15:02|she.contractor@dsm.com, Isadora.Bonato@dsm.com|lua.santos@ultragaz.com.br
485|COMTEC CENTER COMERCIAL LTDA|04407-100|R DOM JOAO SOARES COELHO|551|AMERICANOPOLIS|SAO PAULO|SP|BRASIL|56.941.180/0001-60|0|1|1|1|0|0|5/26/21 8:46|5/26/21 8:46|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|566|3|485|5/26/21 8:47|5/27/21 10:14|she.contractor@dsm.com, Isadora.Bonato@dsm.com|gabriel@comteclab.com.br
454|CONCRE-TEST CONTROLE TECNOLOGICO LTDA|13087-490|R JORGE DE FIGUEIREDO CORREA|1685|CHACARA PRIMAVERA|CAMPINAS|SP|BRASIL|51.874.105/0001-00|0|1|1|1|0|0|1/19/21 15:09|1/19/21 15:09|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|520|3|454|1/19/21 15:13|2/15/21 9:34|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|lindomar@guiterconstrucoes.com.br
22|CONCREJATO SERVIÇOS TÉCNICOS DE ENGENHARIA S/A|04565-001|RUA FLORIDA|1738|CIDADE MONCOES|SÃO PAULO|SP|BRASIL|29.994.423/0005-80|0|1|1|1|0|0|9/9/19 12:07|3/5/20 15:10|(NULL)|luciana.florentino@dsm.com, she.contractor@dsm.com|(NULL)|marcos.felipe@concrejato.com.br|g3.dsm@abacotecnologia.com.br|406|3|22|8/31/20 10:55|2/8/21 15:03|she.contractor@dsm.com, Isadora.Bonato@dsm.com|marcos.felipe@concrejato.com.br
189|CONECTY SYSTEM - MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA LTDA|05831-150|R MANUEL VIEIRA SARMENTO|13|CHACARA SANTANA|SAO PAULO|SP|Brasil|09.446.322/0001-33|0|1|1|1|0|0|2/3/20 14:04|3/6/20 11:56|LETRA A|bruna.moraes@dsm.com, beatriz.souza@dsm.com, amanda.camargo@dsm.com, she.contractor@dsm.com|(NULL)|rh@installautomacao.com.br|g3.dsm@abacotecnologia.com.br|490|3|189|12/10/20 15:21|2/8/21 15:04|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|rh@installautomacao.com.br
419|CONSTRUTORA INOVAR SOROCABA LTDA-ME|18031-180|R MARINHA ANTONIA DAMINI|142|JARDIM EMILIA|SOROCABA|SP|BRASIL|17.820.364/0001-10|0|1|1|1|0|0|12/9/20 11:27|12/9/20 11:27|CASA RUA/AV NORMAL|(NULL)|(NULL)|(NULL)|g3.dsm@abacotecnologia.com.br|483|3|419|12/9/20 11:29|7/12/21 12:23|Fernanda.Bueno-da-Silva@dsm.com, SHE.CONTRACTOR@dsm.com, Fernanda.Bueno-da-Silva@dsm.com|rh@inovarconstrutora.com
353|CONTAINERS FLADAFI LTDA|18120-000|AV DO CAFE|950|HORTO|MAIRINQUE|SP|BRASIL|07.246.790/0001-39|0|1|1|1|0|0|7/13/20 10:39|7/13/20 10:39|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|601|3|353|8/11/21 14:23|8/11/21 15:22|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|locacoes2@fladafi.com.br
356|CONTROLFIT SISTEMAS DE ENERGIA LTDA|09891-010|R WALDEMAR MARTINS FERREIRA (ALVINOPOLIS)|293|JORDANOPOLIS|SAO BERNARDO DO CAMPO|SP|BRASIL|10.743.480/0001-34|0|1|1|1|0|0|7/28/20 10:55|7/28/20 10:55|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|384|3|356|7/28/20 10:56|2/8/21 15:05|she.contractor@dsm.com, Isadora.Bonato@dsm.com|cintia.agostinelli@controlfit.com.br
354|CORDEIRO REMOÇÕES GUINDASTES E TRANSPORTES LTDA|61600-970|RUA ALENCAR OLIVEIRA|915|PASSARÉ|FORTALEZA|CE|BRASIL|07.209.686/0001-74|0|1|1|1|0|0|7/17/20 11:01|7/17/20 11:01|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|381|131|354|7/17/20 11:01|7/20/20 11:55|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|leandro.junior@cordeiroguindastes.com.br, evandom@grupocordeiro.srv.br
27|CRISTALFORT DELAMURA - COMÉRCIO DE VIDROS LTDA|18130-320|RUA AMADOR BUENO|4|CENTRO|SÃO ROQUE|SP|BRASIL|00.183.234/0001-11|0|1|1|1|0|0|9/9/19 12:46|3/6/20 10:43|(NULL)|bruna.moraes@dsm.com, beatriz.souza@dsm.com, amanda.camargo@dsm.com, luciana.florentino@dsm.com, she.contractor@dsm.com|(NULL)|comercial@cristaldelamura.com.br|g3.dsm@abacotecnologia.com.br|337|3|27|5/5/20 9:27|2/8/21 15:05|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com, isadora.bonato@dsm.com|comercial@cristaldelamura.com.br
375|CROMALINK INSTRUMENTOS ANALITICOS LIMITADA|30411-105|R CORONEL PEDRO JORGE|409|PRADO|BELO HORIZONTE|MG|BRASIL|64.524.143/0001-85|0|1|1|1|0|0|9/17/20 8:52|9/17/20 8:52|APT 402|(NULL)|(NULL)|(NULL)|(NULL)|413|131|375|9/17/20 8:53|9/17/20 9:07|she.contractor@dsm.com, lorena.gomes@dsm.com|cromalink@gmail.com
520|CSL LABORATORIO AMBIENTAL LTDA|13478-116|R FRANCISCO MANOEL|141|JARDIM SANTANA|AMERICANA|SP|BRASIL|17.853.985/0001-09|0|1|1|1|0|0|8/20/21 12:50|8/20/21 12:50|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|607|3|520|8/20/21 12:51|8/20/21 12:51|ivelize.machado@dsm.com, SHE.CONTRACTOR@dsm.com|(NULL)
441|CYKLOP DO BRASIL EMBALAGENS LTDA|09941-750|R ESPIRITO SANTO (VL ORIENTAL)|161|CANHEMA|DIADEMA|SP|BRASIL|56.993.512/0001-50|0|1|1|1|0|0|12/21/20 14:58|5/19/21 11:28|(NULL)|(NULL)|(NULL)|(NULL)|g3.dsm@abacotecnologia.com.br|506|3|441|12/21/20 16:17|12/21/20 16:21|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|andre.guimaraes@cyklop.com.br,sandra.marques@cyklop.com.br
344|DANILO DE LIMA MARTINS|13073-340|R CAMARGO PIMENTEL|38|JARDIM GUANABARA|CAMPINAS|SP|BRASIL|32.596.664/0001-51|0|1|1|1|0|0|6/25/20 9:28|6/25/20 9:28|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|360|3|344|6/25/20 9:28|2/8/21 15:06|she.contractor@dsm.com, Isadora.Bonato@dsm.com|logistica2@salengenharia.com.br
191|DEK AUTOMAÇÃO LTDA|26015-005|RODOVIA PRESIDENTE DUTRA|16000|JARDIM IGUAÇU|NOVA IGUAÇU|RJ|BRASIL|03.053.502/0001-79|0|1|1|1|0|0|2/3/20 17:01|2/3/20 17:09|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|467|3|191|12/2/20 12:31|2/8/21 15:06|she.contractor@dsm.com, Isadora.Bonato@dsm.com|vendas@konus.com.br
540|DIEGO TADEU ROSA|13186-004|R AGUDOS|161|JARDIM SANTO ANDRE|HORTOLANDIA|SP|BRASIL|23.951.050/0001-05|0|1|1|1|0|0|10/20/21 9:26|10/20/21 9:26|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|630|3|540|10/20/21 9:28|10/20/21 9:28|Isadora.Bonato@dsm.com, she.contractor@dsm.com|adm.campinas@villarta.com.br
29|DIGICROM ANALÍTICA LTDA|04691-110|RUA DOS MARIANOS|227|CAMPO GRANDE|SAO PAULO|SP|BRASIL|60.160.546/0001-31|0|1|1|1|0|0|9/9/19 13:00|3/5/20 15:15|(NULL)|ivelize.machado@dsm.com, paulo.pereira@dsm.com, she.contractor@dsm.com|(NULL)|flaviane@digimed.ind.br, ana.gabriela@digimed.ind.br|g3.dsm@abacotecnologia.com.br|463|3|29|11/25/20 10:49|10/20/21 10:17|ivelize.machado@dsm.com, paulo.pereira@dsm.com, she.contractor@dsm.com, Jessica.Paixao@dsm.com|julia@digimed.ind.br
148|DILSON ROBERTO SILVA JUNIOR|18045-330|AV LONDRES|495|JARDIM EUROPA|SOROCABA|SP|Brasil|31.879.790/0001-50|0|1|1|1|0|0|12/27/19 12:04|3/6/20 11:52|APT 22|bruna.moraes@dsm.com, beatriz.souza@dsm.com, amanda.camargo@dsm.com, she.contractor@dsm.com|(NULL)|gerente.adm@montalug.com.br, departamentopessoal@montalug.com.br|g3.dsm@abacotecnologia.com.br|137|3|148|12/27/19 12:13|2/8/21 15:07|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|gerente.adm@montalug.com.br, departamentopessoal@montalug.com.br
192|DIMEP - DIMAS DE MELO PIMENTA SISTEMAS DE PONTO E ACESSO|13073-270|RUA FELIPE DOS SANTOS|50|JARDIM GUANABARA|CAMPINAS|SP|BRASIL|61.099.008/0027-80|0|1|1|1|0|0|2/3/20 17:24|2/3/20 17:24|(NULL)|(NULL)|(NULL)|(NULL)|(NULL)|298|3|192|4/3/20 15:13|4/3/20 15:13|(NULL)|(NULL)
133|DINERLEI GUIDOTTI|13601-012|RUA DONA REGINA MICHIELIN|362|JARDIM BELVEDERE|ARARAS|SP|BRASIL|24.174.270/0001-87|0|1|1|1|0|0|11/11/19 15:22|5/7/20 11:40|(NULL)|Lorenna.Sousa@dsm.com, Maria.Barbosa@dsm.com, SHE.CONTRACTOR@dsm.com|(NULL)|dinerlei@arapredi.com.br, rafaela@arapredi.com.br|g3.dsm@abacotecnologia.com.br|125|131|133|11/11/19 15:47|6/16/20 12:17|Lorenna.Sousa@dsm.com, Maria.Barbosa@dsm.com, SHE.CONTRACTOR@dsm.com|dinerlei@arapredi.com.br, rafaela@arapredi.com.br
31|DOMÍNIO - SERVIÇOS E COMÉRCIO DE EQUIPAMENTOS PARA AUTOMAÇÃO LTDA - ME|02033-000|AV GENERAL ATALIBA LEONEL|1223|SANTANA|SAO PAULO|SP|Brasil|10.941.964/0001-98|0|1|1|1|0|0|9/9/19 16:33|3/6/20 11:47|SALA 104|bruna.moraes@dsm.com, beatriz.souza@dsm.com, amanda.camargo@dsm.com, she.contractor@dsm.com|(NULL)|renan.cardoso@dominio-aut.com.br|g3.dsm@abacotecnologia.com.br|26|3|31|11/5/19 17:04|2/8/21 15:08|Amanda.Lemos@dsm.com, Bruna.Moraes@dsm.com, Beatriz.Souza@dsm.com, Brenda.Antinarelli@dsm.com, Luiz-Guilherme-Xavier-Cacao.Luiz-Cacao@dsm.com, SHE.CONTRACTOR@dsm.com|renan.cardoso@dominio-aut.com.br
